Name,Team,Cl,Ht,Pos,Games,GoalieGames,TotalGoals,GoalsPerGame,TotalAssists,AssistsPerGame,TotalPoints,PointsPerGame,GameWinningGoals,ShotAttempts,ShotsPerGame,ShotsOnGoal,ShotsOnGoalPerGame,ShotAccuracyPct,PKGoals,PKAttempts,PKPct,YellowCards,RedCards,TotalSaves,SavesPerGame,SavePct,Shutouts,GoalieMinutes,GoalsAgainst,GAA
Milo Wray,James Madison,So.,5-7,M,,,,,,,,,,,,,,,,,,6,0,,,,,,,
Hasan Alsakati,Sacramento St.,Sr.,6-4,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Alejandro Arenas,Santa Clara,Fr.,6-3,D,14,,,,,,,,,,,,,,,,,5,2,,,,,,,
Damian Arguello,California Baptist,Sr.,5-8,FM,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Freddie Bell,Penn St.,Jr.,5-11,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Dominic Berrios,Pacific,Fr.,5-10,F,16,,,,,,,,,,,,,,,,,5,1,,,,,,,
Harrison Bertos,Washington,Jr.,6-1,D,23,,,,,,,,3,,,,,,,,,5,0,,,,,,,
Adrian Biaggi,UIC,Jr.,6-0,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Marcos Blasco Devesa,Vermont,Fr.,5-11,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Miles Bonham,Dayton,Jr.,6-3,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Younes Boudinar,UCF,So.,6-2,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Tim Brdaric,Syracuse,Sr.,-,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Zephyn Brockert-Kress,Chicago St.,Sr.,5-8,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Henry Burt,USC Upstate,Fr.,6-0,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Pasquale Capriati,FIU,Jr.,6-4,F,17,,,,,,,,,,,,,,,,,5,1,,,,,,,
Stavros Charalampous,California Baptist,Jr.,5-8,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Mads Christensen,Bowling Green,Jr.,6-1,M,15,,,,,,,,,,,,,,,,,5,1,,,,,,,
Lucas Cobo,Manhattan,Fr.,6-1,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Stetson Coy,Utah Tech,Fr.,6-2,F,15,,,,,,,,,,,,,,,,,5,1,,,,,,,
Fabrizio Cubeddu,Fla. Atlantic,Sr.,5-10,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Alex Cunningham,Tulsa,So.,5-10,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Rocco DelGiudice,Merrimack,So.,-,-,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Diego Diaz,Santa Clara,Jr.,6-1,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Anthony Durling,Lafayette,So.,6-0,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
James Eliuda,George Mason,Jr.,6-0,FM,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Pedro Faife,South Fla.,Jr.,5-10,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Josh Farrell,CSU Bakersfield,Sr.,6-0,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Francisco Ferreira,Quinnipiac,Jr.,5-10,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Bruno Fornes,Lindenwood,Sr.,6-0,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Josh Francombe,Lindenwood,Sr.,5-9,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Callum Frogson,North Carolina,Sr.,6-2,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Lennon Gill,Col. of Charleston,So.,6-1,-,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Thomas Gray,Fordham,Sr.,6-4,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Osei Gyamfi,UNCW,So.,5-9,M,14,,3,,,,,,,40,2.86,17,1.21,0.425,,,,5,1,,,,,,,
Max Haberl,Drexel,Jr.,6-0,MD,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Sigurdur Hakon Halldorsson,Queens (NC),Fr.,-,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Carson Hammond,UC Davis,So.,6-0,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Maurice Hauser,Stetson,Jr.,-,F,14,,,,,,,,,,,,,,,,,5,1,,,,,,,
Jacob Heisner,Pacific,Sr.,6-1,D,15,,,,,,,,,,,,,,,,,5,1,,,,,,,
Kiel Higginson,Butler,Fr.,-,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Hilmar Hilmarsson,USC Upstate,Fr.,6-8,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Harry Hogben,Missouri St.,Fr.,6-2,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Italo Jenkins,Omaha,Jr.,6-1,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Levi Jones,Lipscomb,Jr.,5-5,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Tolu Joseph,Manhattan,Jr.,6-2,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Yigit Kilic,UMBC,Jr.,6-3,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Noah Kummrow,IU Indy,Jr.,5-11,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Manuel Lolas,James Madison,So.,5-9,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Nikola Markovic,NC State,So.,6-4,D,22,,,,,,,,,,,,,,,,,5,1,,,,,,,
Oliver Martin,Michigan,Sr.,5-9,F,18,,,,,,,,,,,,,,,,,5,1,,,,,,,
Nacho Martinez,West Virginia,Fr.,5-9,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Santiago Maynez,Houston Christian,Fr.,5-10,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Carter McClain,Radford,So.,5-9,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Grant McIntosh,Duquesne,Sr.,6-0,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Carlos Merce,Northern Ky.,Fr.,5-9,FM,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Owen Mikoy,Kentucky,Sr.,6-5,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Andrey Mora Bravo,Iona,Fr.,6-1,M,16,,,,,,,,,,,,,,,,,5,1,,,,,,,
Javan Ochieng,Gardner-Webb,Fr.,-,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Marcos Ojea Quintana,Harvard,Sr.,6-2,M,11,,,,,,,,,,,,,,,,,5,1,,,,,,,
Chimere Omeze,Syracuse,So.,6-1,D,19,,,,,,,,,,,,,,,,,5,1,,,,,,,
Rio Onwumere,Binghamton,Sr.,5-10,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Enzo Panozzo,SMU,Sr.,6-1,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Godwin Partey,St. John's (NY),Sr.,5-11,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Kobe Perlaza,Saint Joseph's,Sr.,6-1,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Joao Pinto,Quinnipiac,Sr.,6-3,D,15,,,,,,,,,,,,,,,,,5,1,,,,,,,
Gio Polizzi,Rider,Jr.,5-10,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Isaac Powell,UC Irvine,Sr.,5-9,M,19,,,,,,,,,,,,,,,,,5,1,,,,,,,
Nico Quanbeck,Davidson,Jr.,6-1,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Pablo Ramirez,ETSU,Sr.,-,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Naim Robinson,Howard,Fr.,5-9,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Nic Robinson,LIU,Jr.,6-2,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Joaquin Rodriguez Ortiz,Loyola Chicago,Fr.,6-2,MD,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Juan Romero,Western Mich.,Sr.,5-11,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Herman Rugland,Merrimack,Jr.,5-10,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Matthew Sacristan,Cal St. Fullerton,Jr.,6-2,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
William Salivonchik,Marist,Fr.,5-9,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Christer Salvesen,Longwood,Fr.,6-4,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Felipe Santos,Fla. Atlantic,So.,6-1,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Merrick Schaefer,St. Thomas (MN),So.,5-9,MD,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Luciano Schiaffini,Mount St. Mary's,So.,5-7,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
John Shannon,Drexel,Fr.,5-7,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Olly Spicer,Dartmouth,Fr.,5-8,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Olafur Floki Stephensen,Clemson,So.,6-4,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Gabriel Stevanato,Marshall,Fr.,-,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Mikey Stukenholtz,Omaha,So.,5-8,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Caio Tascheto,Bowling Green,Sr.,5-11,D,15,,,,,,,,,,,,,,,,,5,1,,,,,,,
Matthew Thissell,Davidson,Jr.,5-10,FM,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Hazani Torres,UIW,So.,-,-,15,,,,,,,,,,,,,,,,,5,1,,,,,,,
Jeremie Truel,Niagara,Jr.,5-6,M,16,,,,,,,,,,,,,,,,,5,1,,,,,,,
Wylie Trujillo,Portland,Sr.,5-9,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Darrell Turcios,UIC,Jr.,5-9,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Marco Valencia,Purdue Fort Wayne,Sr.,5-10,F,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Chris Verheul,Marist,So.,6-0,FM,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Dylan Viebrantz-Zavatini,FGCU,Sr.,-,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Phoenix Wooten,Harvard,So.,6-0,M,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Daniel Zepeda,UIC,Fr.,5-8,D,,,,,,,,,,,,,,,,,,5,0,,,,,,,
Keke Abai,Boston U.,Jr.,5-10,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Tomo Allen,Stanford,Fr.,6-3,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jon Almudi,Coastal Carolina,Fr.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Braian Amaro,Marshall,Jr.,6-1,D,12,,,,,,,,,,,,,,,,,4,3,,,,,,,
Marcus Andersen,Kentucky,Fr.,5-9,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jakob Andersson,Wofford,Sr.,5-11,D,18,,,,,,,,,,,,,,,,,4,1,,,,,,,
James Andrew,Pacific,So.,6-1,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nico Angulo,NIU,Fr.,5-5,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ross Appolon,Stetson,Jr.,-,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Pedro Arcoverde,FGCU,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Peleg Armendariz,Cleveland St.,Jr.,5-8,M,18,,,,,,,,3,44,2.44,,,,,,,4,0,,,,,,,
Braxton Arpachinda,Western Mich.,Jr.,5-6,D,21,,,,,,,,,,,,,,,,,4,1,,,,,,,
Lucas Barsoee,FGCU,So.,6-1,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Dom Bartoni,SIUE,Fr.,6-2,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Sean Battistessa,Sacramento St.,So.,6-3,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Christian Baumgartner,DePaul,Jr.,5-10,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Lotem Ben Dov,Campbell,Sr.,6-3,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Liam Biggers,Western Mich.,Fr.,6-2,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Antonio Bittencourt,Oral Roberts,Sr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Gleb Bogdanov,Villanova,Fr.,5-10,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jack Boring,Louisville,So.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Julian Borja,Cal St. Fullerton,So.,5-11,D,18,,,,,,,,,,,,,,,,,4,1,,,,,,,
Gabriele Bosio,Merrimack,So.,-,-,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Gavin Bravado,Central Conn. St.,Jr.,-,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nicola Brocca,ETSU,Jr.,-,D,13,,,,,,,,,,,,,,,,,4,1,,,,,,,
Andrei Bulankou,Air Force,So.,6-2,D,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Bryce Burdette,Presbyterian,Jr.,6-3,D,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Brian Burkett,Wright St.,So.,5-5,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Sean Cadigan,Monmouth,Sr.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Caio Carrara,NJIT,Sr.,6-2,M,14,,,,,,,,,,,,,,,,,4,1,,,,,,,
Edward Castro,UC Riverside,Sr.,5-9,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Oliver Church,Southern Ind.,Fr.,5-10,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Joshua Cline,Northern Ky.,So.,6-2,D,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Felipe Cobian,Grand Canyon,Jr.,5-9,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Cesar Cordova,California,Jr.,5-7,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Breno Correia,Gardner-Webb,Jr.,-,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Gabe Cox,Furman,So.,5-10,MD,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jacob Cromedy,USC Upstate,Fr.,5-8,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jacobo Cruz,UIC,Jr.,6-1,D,17,,,,,,,,,,,,,,,,,4,1,,,,,,,
Xavi Csato,Rider,Sr.,5-9,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Skyler Cunha,Marist,Sr.,5-10,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Hagan Cupido,CSUN,Jr.,5-10,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nick Dang,Virginia,Sr.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Archie Day,Merrimack,Jr.,-,D,12,,,,,,,,,,,,,,,,,4,1,,,,,,,
Hubert Deragon,Saint Mary's (CA),Sr.,6-0,D,15,,,,,,,,,,,,,,,,,4,1,,,,,,,
Charlie Dickerson,Providence,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Dren Dobruna,Dayton,So.,5-10,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Benjamin Donato,Stetson,So.,-,M,14,,,,,,,,,,,,,,,,,4,1,,,,,,,
Liam Duggan,UMass Lowell,So.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Arthur Duquenne,Clemson,Jr.,5-9,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jack Endacott,Loyola Maryland,Fr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Luca Fava,San Diego,So.,5-9,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Miguel Fernandez,Kansas City,Jr.,5-7,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Mauro Fernandez,UMass Lowell,Sr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Rodrigo Fernandez Martinez,Pacific,So.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Daniel Firek,Lipscomb,Jr.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Daniel Firs,Loyola Chicago,So.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Luke Fischer,California Baptist,So.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Edson Flores,Canisius,Jr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Galen Flynn,South Carolina,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Shane Fonseca,Stonehill,Sr.,5-10,F,18,,4,,,,,,,40,2.22,26,1.44,0.650,,,,4,0,,,,,,,
Valentin Fontaine,Stetson,Fr.,-,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Pietro Fontana,Central Ark.,Sr.,5-11,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Emmanuel Frimpong,Pacific,Fr.,6-2,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Alex Galloway,Navy,Jr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
David Garcia,George Mason,Jr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Enzo Gindro,Oral Roberts,So.,5-8,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Eskil Gjerde,Drake,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Noah Gold,Col. of Charleston,Sr.,-,-,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Mitch Goodman,Milwaukee,Jr.,5-7,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ethan Gordon,DePaul,Jr.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Koke Gracia Martinez,Sacred Heart,Sr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Rodrigo Grenha,NJIT,Fr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Max Gummesson,UConn,Jr.,6-1,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Magnus Halldorsson,Massachusetts,Fr.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Oscar Halls,Loyola Maryland,So.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Tarek Hamideh,UC Riverside,So.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Colin Hargraves,Stonehill,Sr.,5-10,D,17,,,,,,,,,,,,,,,,,4,1,,,,,,,
Mathis Haugen,South Fla.,Sr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Matt Hawkins,Evansville,Jr.,5-9,M,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Lennart Heck,Cleveland St.,So.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
D'Alessandro Herrera,Houston Christian,Sr.,5-9,M,19,,,,,,,,,41,2.16,,,,,,,4,0,,,,,,,
Tim Hoffman,Oregon St.,Fr.,-,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Hamilton Howes,William & Mary,Jr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Baxter Hurt,Lipscomb,So.,6-4,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Andre Insalaco,Fordham,Sr.,6-1,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Cland Iwasaki,Eastern Ill.,Jr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Gregory Jervier II,Northern Ky.,Fr.,5-10,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Uros Jevtic,Cleveland St.,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ricardo Joasilus,Rider,Sr.,6-2,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ellis Jones,Wisconsin,Jr.,6-2,D,14,,,,,,,,,,,,,,,,,4,1,,,,,,,
Jaxson Kahawai,Stonehill,Jr.,5-10,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Drew Kamienski,UC Santa Barbara,Jr.,6-3,D,18,,,,,,,,,,,,,,,,,4,1,,,,,,,
Kevin Kelley,Princeton,Jr.,5-9,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Aamir Ketbache,UMass Lowell,So.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Rustin Khosravi,Harvard,Sr.,5-10,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Alex Kiss,Central Ark.,Sr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Stan Klaver,IU Indy,So.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jordan Klein,Western Mich.,So.,6-1,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Simon Knuewe,Binghamton,Sr.,6-5,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Nate Kovalcik,Coastal Carolina,Sr.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Dylan Kropp,North Carolina,Sr.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Victor Labite,FDU,Jr.,6-3,-,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Glen Lala,Saint Joseph's,Sr.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jaland Larmond,Coastal Carolina,Sr.,5-8,FM,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Kevin Larsson,Kentucky,Sr.,5-9,M,19,,,,,,,,,,,,,,,,,4,1,,,,,,,
Ethan Leary,Northeastern,So.,6-1,D,14,,,,,,,,,,,,,,,,,4,2,,,,,,,
Carlos Leatherman,Saint Louis,Jr.,5-5,M,23,,,,,,,,,,,,,,,,,4,1,,,,,,,
Mathys Lefebvre,FIU,Sr.,6-0,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Edgar Leon,Seattle U,So.,5-8,M,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Wyatt Lewis,Notre Dame,Jr.,6-1,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Siddiq Lezzar,CSUN,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Finn Linas,Cal Poly,So.,5-10,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Daniel Losfablos,Sacred Heart,Sr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Josh Lucas,San Diego St.,Sr.,6-0,M,17,,,,,,,,,,,,,,,,,4,1,,,,,,,
James Lucas,Manhattan,Sr.,5-7,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Luka Lukic,Temple,Fr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Kyrese Lynch-Bailey,La Salle,Jr.,5-8,FM,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Samuel Manufor,Charlotte,Fr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Luke Marin,USC Upstate,Jr.,5-6,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ivan Marques,Sacred Heart,So.,5-9,M,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Jona Martinez,UC Riverside,Jr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ramses Martinez,UC Santa Barbara,Sr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Angel Martinez,Portland,So.,-,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Giovanni Massacesi,NJIT,Sr.,6-1,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Alex Matthews,Missouri St.,Jr.,5-7,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Shane McCreery,Saint Peter's,Sr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
D.T. Megliola,Binghamton,So.,5-10,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Alan Melendez,UAB,Sr.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Miguel Menendez,Old Dominion,Jr.,5-8,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ashwin Menon,Duquesne,Jr.,5-10,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Kamran Mojabi,Fordham,Jr.,5-10,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Cade Morgan,Bellarmine,Jr.,5-10,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Santino Moriconi,New Hampshire,Fr.,6-0,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Daniel Murray,SIUE,Fr.,5-10,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Andrew Myerson,Yale,Sr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Marques Nana-Sinkam,Fairfield,Jr.,6-1,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Sumner Nenninger,Elon,Sr.,5-11,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ismail Nieves,LMU (CA),Sr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Connor O Reilly,FDU,Sr.,-,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Micah O'Garro,Saint Peter's,Sr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Franco Ocana,Gardner-Webb,Fr.,-,M,14,,3,,,,,,3,38,2.71,19,1.36,0.500,,,,4,0,,,,,,,
Jamie Orson,Stony Brook,Sr.,6-3,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ethan Ortiz,Marist,Jr.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Sebastian Otero,Boston U.,Fr.,5-8,M,17,,,,,,,,3,,,,,,,,,4,0,,,,,,,
Gabriel Pacheco,Hofstra,Sr.,6-2,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ezekiel Padilla,Pacific,So.,5-8,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Giovanni Padilla,UIW,So.,-,-,16,,,,,,,,,,,,,,,,,4,1,,,,,,,
Nicolas Papadopoulos,Lafayette,Fr.,6-5,F,19,,,,,,,,,,,,,,,,,4,1,,,,,,,
David Pepple,UAlbany,So.,5-11,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Americo Pereira,La Salle,Sr.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Maguire Perkins,Omaha,So.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Ty Perkins,Green Bay,Fr.,6-2,M,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jake Poole,George Washington,So.,6-1,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Jayden Quezada,Chicago St.,Fr.,5-6,D,15,,,,,,,,,,,,,,,,,4,1,,,,,,,
Julian Quiroga,Saint Francis,Fr.,5-11,M,18,,,,,,,,,,,,,,,,,4,1,,,,,,,
Evan Rabush,William & Mary,Jr.,6-0,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Cole Ramey,Colgate,Fr.,6-2,F,,,,,,,,,,,,,,,,,,4,0,,,,,,,
Conner Reid,VMI,Jr.,6-6,D,,,,,,,,,,,,,,,,,,4,0,,,,,,,
